Job No,Date,Client,Type, Pricing ,Truck,Location,Crew Event,Cameraman,Assistant,4G,Duration Crew,Crew Start Time,Crew End Time,Camera,Camera Qty,Others Acces,Reporter,Editor,Story,Report Duration,Format,Note,Edit S.T.,Edit E.T.,Crew Duration,edit duration
1651,3-Nov-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 10:00:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:08,MP4-HD,PKG Report-Hussein Ayyad: parliament session / Duration: 2Mins 8Secs,2023-08-17 13:30:00,2023-08-17 14:50:00,240.0,80.0
1652,3-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:04:20,MXF,Monamnamat-Hanan Issa: Palestine International Prize for Literature /Duration: 4mins 20secs,2023-08-17 12:15:00,2023-08-17 14:15:00,0.0,120.0
1653,3-Nov-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:01:42,MP4-HD,PROMO LEB BEIRUT / Duration: 00:01:42 ,2023-08-17 12:00:00,2023-08-17 13:00:00,0.0,60.0
1654,3-Nov-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:02:31,MP4-HD,VT LEBANON BEKAA LITANI CANCER / Duration: 00:02:31,2023-08-17 15:00:00,2023-08-17 17:00:00,0.0,120.0
1655,4-Nov-22,alghad tv,crew + edit, $265.00 ,No Car,saida,Event Description,Cameraman,No Assistant,no 4G,6:00,2023-08-17 10:00:00,2023-08-17 16:00:00,Canon 5D MIII,1.0,No Acces,Reporter,Editor needed,Story,0:02:36,MXF-HD 50i,No Notes,2023-08-17 17:30:00,2023-08-17 19:30:00,360.0,120.0
1658,4-Nov-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,tannourine,Event Description,Cameraman,Assistant Needed,no 4G,8:10,2023-08-17 09:00:00,2023-08-17 17:10:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,00:01:24 / 00:01:10,MP4-HD,No Notes,2023-08-17 15:15:00,2023-08-17 16:00:00,490.0,45.0
1660,4-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0,No format,zoom,2023-08-17 13:00:00,2023-08-17 16:00:00,0.0,180.0
1661,5-Nov-22,bbc arabic,crew, $300.00 ,Renault Duster,unesco,Event Description,Cameraman,Assistant Needed,no 4G,5:00,2023-08-17 08:00:00,2023-08-17 13:00:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,Daily crew postponed from Friday to Saturday,0,0,300.0,0.0
1662,5-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,unesco,Event Description,Cameraman,Assistant Needed,4G,5:00,2023-08-17 08:30:00,2023-08-17 13:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:06,MXF-HD 50i,PKG report-Leila Khalil: Taef 33 years / Duration: 2Mins 6Secs,2023-08-17 14:30:00,2023-08-17 15:40:00,300.0,70.0
1663,5-Nov-22,russia today,crew + edit, $280.00 ,Suzuki Cias,ersal,Event Description,Cameraman,Assistant Needed,4G,9:30,2023-08-17 04:00:00,2023-08-17 13:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:54,MP4-HD,PKG report-Hussein Ayyad: 05-11-2022-Return of Syrian refugees from Ersal / Duration: 2Mins 54Secs,2023-08-17 13:00:00,2023-08-17 14:05:00,570.0,65.0
1668,5-Nov-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,unesco,Event Description,Cameraman,Assistant Needed,no 4G,4:10,2023-08-17 08:50:00,2023-08-17 13:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:06:25/ 0:12:01 ,MP4-HD,RUSHES LBN BEIRUT FORUM TAIF AGREEMENT / Duration: 12Mins 1Secs,2023-08-17 13:00:00,2023-08-17 14:15:00,250.0,75.0
1670,5-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0,No format,No Notes,2023-08-17 16:45:00,2023-08-17 18:45:00,0.0,120.0
1671,6-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0,No format,zoom,2023-08-17 12:30:00,2023-08-17 17:30:00,0.0,300.0
1672,7-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:24:20,MXF,No Notes,2023-08-17 11:30:00,2023-08-17 14:00:00,0.0,150.0
1673,7-Nov-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:01:57,MP4-HD,No Notes,2023-08-17 10:45:00,2023-08-17 11:00:00,0.0,15.0
1674,8-Nov-22,bbc arabic,crew, $300.00 ,Renault Duster,hamra,Event Description,Cameraman,Assistant Needed,no 4G,1:55,2023-08-17 11:10:00,2023-08-17 13:05:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,115.0,0.0
1676,8-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:07:39,MXF-HD 50i,No Notes,2023-08-17 14:30:00,2023-08-17 17:30:00,0.0,180.0
1677,9-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,airport,Event Description,Cameraman,Assistant Needed,no 4G,5:00,2023-08-17 06:50:00,2023-08-17 11:50:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:03:00,MXF-HD 50i,Rushes+interview -Claudie Abi Hanna: Egyptian aid / Duration: 3Mins,2023-08-17 10:00:00,2023-08-17 10:20:00,300.0,20.0
1678,9-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,furn el chebak,Event Description,Cameraman,Assistant Needed,no 4G,2:20,2023-08-17 18:10:00,2023-08-17 20:30:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Leila Khalil:,0,0,140.0,0.0
1679,10-Nov-22,bbc arabic,crew + edit, $350.00 ,Renault Duster,karantina,Event Description,Cameraman,Assistant Needed,no 4G,4:40,2023-08-17 09:00:00,2023-08-17 13:40:00,Sony S150,1.0,Torch,No Reporter,Editor needed,Story,0:16:32,MP4-HD,Rushes and conference: Cholera Vaccine / Duration: 16Mins 32Mins,2023-08-17 11:15:00,2023-08-17 11:30:00,280.0,15.0
1680,10-Nov-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 09:00:00,2023-08-17 13:00:00,Canon XF305,1.0,Torch,Reporter,Editor needed,Story,0:03:00,MP4-HD,PKG report- Hussein Ayyad: Presidential elections / Duration: 3Mins,2023-08-17 13:00:00,2023-08-17 14:30:00,240.0,90.0
1681,10-Nov-22,bloomberg asharq,crew + edit, $285.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:50,2023-08-17 10:10:00,2023-08-17 13:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:01:40,MP4,VT LBN BEIRUT MAHA AS LIVE / Duration: 1Min 40Secs,2023-08-17 13:35:00,2023-08-17 13:55:00,170.0,20.0
1682,10-Nov-22,bloomberg asharq,crew + edit, $285.00 ,Renault Duster,karantina,Event Description,Cameraman,Assistant Needed,no 4G,4:40,2023-08-17 09:00:00,2023-08-17 13:40:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:01:52,MP4,RUSHES LBN BEIRUT CHOLERA VACCINES / Duration: 1Min 52Secs ,2023-08-17 14:00:00,2023-08-17 14:30:00,280.0,30.0
1684,10-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:01,MXF-HD 50i,Monamnamat-Leila Khalil: European festival / Duration: 3Mins 1Sec,2023-08-17 12:00:00,2023-08-17 13:20:00,0.0,80.0
1685,10-Nov-22,byblos medya,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:18,MP4,Dubai TV ,2023-08-17 16:00:00,2023-08-17 18:00:00,0.0,120.0
1686,11-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,saida,Event Description,Cameraman,Assistant Needed,no 4G,3:40,2023-08-17 13:50:00,2023-08-17 17:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:04:30,MXF,PKG report-Hanan Issa: The 18th anniversary of Yaser Arafat passing / Duration: 4Mins 31Secs,2023-08-17 18:00:00,2023-08-17 19:00:00,220.0,60.0
1687,11-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,4:30,2023-08-17 09:30:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:58,MXF,NAWAFEZ NTRO:- LEILA KHALIL - EPISODE 127 / Duration: 2Mins 57Secs,2023-08-17 17:50:00,2023-08-17 18:00:00,270.0,10.0
1689,11-Nov-22,russia today,crew + edit, $280.00 ,Nissan X.Trail,tayoune,Event Description,Cameraman,Assistant Needed,no 4G,1:15,2023-08-17 17:00:00,2023-08-17 18:15:00,Canon 5D MIII,1.0,Torch,Reporter,Editor needed,Story,0:03:16,MP4-HD,PKG report-Hussein Ayad: president place vacant + rushes / Duration: 3Mins 16Secs,2023-08-17 17:30:00,2023-08-17 18:50:00,75.0,80.0
1690,11-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,1.0,Torch,Reporter,Editor needed,Story,0:02:57,MXF,PKG report-Leila Khalil: COP 27 / Duration: 2Mins 45Secs,2023-08-17 14:50:00,2023-08-17 16:50:00,0.0,120.0
1691,12-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,akkar,Event Description,Cameraman,Assistant Needed,no 4G,7:50,2023-08-17 06:20:00,2023-08-17 14:10:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:45,MXF,PKG report-Claudie Abi Hanna: Cholera vaccine / Duration: 2Mins 45Secs,2023-08-17 14:50:00,2023-08-17 16:40:00,470.0,110.0
1692,12-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,saida,Event Description,Cameraman,Assistant Needed,no 4G,8:00,2023-08-17 15:30:00,2023-08-17 23:30:00,Sony S190,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Hanan Issa:,0,0,480.0,0.0
1695,12-Nov-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:20,2023-08-17 13:10:00,2023-08-17 14:30:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,Volantmedia  ,0,0,80.0,0.0
1696,13-Nov-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,6:20,2023-08-17 05:40:00,2023-08-17 12:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:15,MXF-HD 50i,PKG report- Claudie Abi Hanna: Beirut Marathon / Duration: 2Mins 15Secs ,2023-08-17 10:45:00,2023-08-17 11:55:00,380.0,70.0
1698,13-Nov-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,4:45,2023-08-17 06:00:00,2023-08-17 10:45:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:57,MP4-HD,PKG Report-Hussein Ayyad: Beirut Marathon Report + Rushes / Duration: 2Mins 57Secs,2023-08-17 14:00:00,2023-08-17 15:20:00,285.0,80.0
1699,13-Nov-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,6:20,2023-08-17 05:40:00,2023-08-17 12:00:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,Ruptly,0,0,380.0,0.0
1700,14-Nov-22,bbc arabic,crew, $300.00 ,Renault Duster,mathaf,Event Description,Cameraman,Assistant Needed,no 4G,2:15,2023-08-17 10:15:00,2023-08-17 12:30:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,135.0,0.0
1701,14-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,tayoune,Event Description,Cameraman,Assistant Needed,no 4G,4:40,2023-08-17 17:35:00,2023-08-17 22:15:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,EDIT DATE TBC,0,0,280.0,0.0
1702,14-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:04:25,MXF,No Notes,2023-08-17 16:30:00,2023-08-17 18:00:00,0.0,90.0
1703,15-Nov-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,5:35,2023-08-17 10:00:00,2023-08-17 15:35:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:38,MXF,PKG report-Claudie Abi Hanna: CC to be a regulator law / Duration: 2Min 38Secs,2023-08-17 16:00:00,2023-08-17 17:10:00,335.0,70.0
1706,17-Nov-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,3:50,2023-08-17 10:15:00,2023-08-17 14:05:00,Sony S190,1.0,Torch,Reporter,Editor needed,Story,0:02:30,MP4-HD,PKG report-Hussein Ayad: Parliament Session / Duration: 2Mins 30Secs,2023-08-17 12:30:00,2023-08-17 14:00:00,230.0,90.0
1707,17-Nov-22,beirutsat,crew, $180.00 ,Suzuki Cias,jal el deeb,Event Description,Cameraman,Assistant Needed,no 4G,3:50,2023-08-17 10:15:00,2023-08-17 14:05:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,Volant media,0,0,230.0,0.0
1709,17-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:04:48,MXF-HD 50i,Monamnamat- Hanan Issa: Hekalo Play / Duration: 4mins 48secs,2023-08-17 15:00:00,2023-08-17 16:00:00,0.0,60.0
1710,18-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,bikfaya,Event Description,Cameraman,Assistant Needed,no 4G,1:45,2023-08-17 12:30:00,2023-08-17 14:15:00,Sony S190,1.0,Torch,Reporter,Editor needed,Story,0:02:50,MXF,PKG Report-Claudie Abi Hanna : Souheil Abboud / Duration: 2Mins 50Secs,2023-08-17 15:30:00,2023-08-17 17:30:00,105.0,120.0
1713,18-Nov-22,beirutsat,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:03:48,MP4-HD,Volant media,2023-08-17 12:00:00,2023-08-17 13:30:00,0.0,90.0
1714,18-Nov-22,beirutsat,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:02:57,MP4-HD,Volant media,2023-08-17 14:45:00,2023-08-17 16:30:00,0.0,105.0
1715,19-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,bchara el khoury,Event Description,Cameraman,Assistant Needed,no 4G,1:10,2023-08-17 11:50:00,2023-08-17 13:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:03:11,MXF-HD 50i,Nawafez intro-Leila Khalil: ep 128 / Duration: 3mins 11secs ,2023-08-17 14:30:00,2023-08-17 14:45:00,70.0,15.0
1716,19-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,bchara el khoury,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 13:00:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Leila Khalil:,0,0,60.0,0.0
1717,20-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,3:45,2023-08-17 18:00:00,2023-08-17 21:45:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Hanan Issa:,0,0,225.0,0.0
1718,20-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,ein mreisseh,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 11:30:00,2023-08-17 13:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:30,MXF,Vox pops,2023-08-17 13:30:00,2023-08-17 14:00:00,90.0,30.0
1720,20-Nov-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 12:00:00,2023-08-17 13:00:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,Volantmedia  ,0,0,60.0,0.0
1722,20-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:20,MXF,No Notes,2023-08-17 12:00:00,2023-08-17 13:30:00,0.0,90.0
1723,21-Nov-22,bbc arabic,crew + edit, $350.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 15:00:00,2023-08-17 16:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:00:12,MP4-HD,Daily crew,2023-08-17 14:40:00,2023-08-17 14:50:00,60.0,10.0
1725,21-Nov-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 10:00:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:45,MP4-HD,PKG report-Hussein Ayyad: ,2023-08-17 13:00:00,2023-08-17 14:45:00,240.0,105.0
1726,21-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0,No format,PKG report-Hanan Issa:,2023-08-17 11:00:00,2023-08-17 19:00:00,0.0,480.0
1727,21-Nov-22,russia today,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:15:55,MP4-HD,PKG report-Omar el Solh: ,2023-08-17 14:00:00,2023-08-17 14:20:00,0.0,20.0
1729,21-Nov-22,byblos medya,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:00,MP4-HD,PKG report-Dubai TV-Eliane Chatri,2023-08-17 10:30:00,2023-08-17 11:50:00,0.0,80.0
1731,22-Nov-22,russia today,crew + edit, $280.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,4:10,2023-08-17 11:50:00,2023-08-17 16:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:47,MP4-HD,No Notes,2023-08-17 15:00:00,2023-08-17 16:35:00,250.0,95.0
1732,22-Nov-22,bloomberg asharq,crew, $285.00 ,Nissan X.Trail,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 18:30:00,2023-08-17 19:30:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Maha Hoteit:,0,0,60.0,0.0
1733,22-Nov-22,bloomberg asharq,crew, $285.00 ,Nissan X.Trail,rabieh,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 14:00:00,2023-08-17 16:00:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,No Notes,0,0,120.0,0.0
1734,22-Nov-22,beirutsat,crew, $180.00 ,Renault Duster,ennaya,Event Description,Cameraman,Assistant Needed,no 4G,6:55,2023-08-17 07:35:00,2023-08-17 14:30:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,Volant media,0,0,415.0,0.0
1735,22-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:12:00,MXF,PKG report-Hanan Issa:,2023-08-17 13:00:00,2023-08-17 16:00:00,0.0,180.0
1737,23-Nov-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 10:30:00,2023-08-17 14:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:50,MXF-HD 50i,No Notes,2023-08-17 16:00:00,2023-08-17 17:45:00,240.0,105.0
1738,23-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,3:40,2023-08-17 17:00:00,2023-08-17 20:40:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:28,MXF,No Notes,2023-08-17 14:00:00,2023-08-17 16:00:00,220.0,120.0
1740,23-Nov-22,bloomberg asharq,crew, $285.00 ,Nissan X.Trail,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,3:10,2023-08-17 10:30:00,2023-08-17 13:40:00,Sony S150,1.0,Torch,No Reporter,No Editor,No story,0,No format,No Notes,0,0,190.0,0.0
1743,24-Nov-22,bbc arabic,crew + edit, $350.00 ,Renault Duster,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,3:30,2023-08-17 11:00:00,2023-08-17 14:30:00,Sony S150,1.0,Torch,No Reporter,Editor needed,Story,0:03:25,MP4,No Notes,2023-08-17 14:30:00,2023-08-17 15:00:00,210.0,30.0
1744,24-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,ein mreisseh,Event Description,Cameraman,Assistant Needed,no 4G,7:30,2023-08-17 08:30:00,2023-08-17 16:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,00:02:32 / 00:12:30,MXF,PKG Report-Claudie Abi Hanna: UAB Conference / Duration: 2Mins 33Secs,2023-08-17 15:00:00,2023-08-17 16:45:00,450.0,105.0
1745,24-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,clemenceau,Event Description,Cameraman,Assistant Needed,no 4G,3:10,2023-08-17 17:00:00,2023-08-17 20:10:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,Monamnamat- Hanan Issa:,0,0,190.0,0.0
1746,24-Nov-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,3:30,2023-08-17 09:30:00,2023-08-17 13:00:00,Sony S190,1.0,Torch,Reporter,Editor needed,Story,0:02:45,MP4-HD,PKG report-Hussein Ayyad: Presidential elections / Duration: 2Mins 45Secs,2023-08-17 13:15:00,2023-08-17 14:40:00,210.0,85.0
1748,24-Nov-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,downtown,Event Description,Cameraman,Assistant Needed,4G,7:10,2023-08-17 09:30:00,2023-08-17 16:40:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,00:02:05 / 00:00:28,MP4-HD,PKG report-Maha Hoteit:,2023-08-17 12:00:00,2023-08-17 14:00:00,430.0,120.0
1749,24-Nov-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,phoenicia,Event Description,Cameraman,Assistant Needed,no 4G,5:30,2023-08-17 08:30:00,2023-08-17 14:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,00:01:16 RUSHES ,No format,No Notes,2023-08-17 14:00:00,2023-08-17 15:15:00,330.0,75.0
1750,24-Nov-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:40,MXF,No Notes,2023-08-17 11:30:00,2023-08-17 13:30:00,0.0,120.0
1752,24-Nov-22,beirutsat,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:04:45,MP4-HD,No Notes,2023-08-17 16:30:00,2023-08-17 18:30:00,0.0,120.0
1753,25-Nov-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,bourj,Event Description,Cameraman,Assistant Needed,no 4G,4:20,2023-08-17 09:10:00,2023-08-17 13:30:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:20,MXF,No Notes,2023-08-17 16:00:00,2023-08-17 17:20:00,260.0,80.0
1754,25-Nov-22,bloomberg asharq,crew + edit, $285.00 ,Renault Duster,sabra,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 11:30:00,2023-08-17 14:30:00,Canon XF305,1.0,Torch,Reporter,Editor needed,Story,0:02:18,MP4-HD,No Notes,2023-08-17 12:00:00,2023-08-17 13:27:00,180.0,87.0
1755,25-Nov-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,hamra,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 13:00:00,2023-08-17 15:00:00,Sony S150,1.0,Torch,Reporter,Editor needed,Story,0:02:49,MP4-HD,No Notes,2023-08-17 15:15:00,2023-08-17 16:30:00,120.0,75.0
1756,25-Nov-22,byblos medya,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:20,No format,PKG report-Elian Chatri-Dubai TV:,2023-08-17 15:45:00,2023-08-17 16:50:00,0.0,65.0
1757,26-Nov-22,bbc arabic,crew + edit, $350.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:20,2023-08-17 10:30:00,2023-08-17 12:50:00,Canon XF305,1.0,Torch,No Reporter,No Editor,No story,0,No format,Daily crew instead of Friday,0,0,140.0,0.0
1758,26-Nov-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 09:00:00,2023-08-17 12:00:00,Canon XF305,1.0,Torch,Reporter,Editor needed,Story,0:04:07,MXF,Rushes-Claudie Abi Hanna: Abaad Demo / Duration: 4Mins 7Secs,2023-08-17 13:45:00,2023-08-17 14:30:00,180.0,45.0
1762,27-Nov-22,alghad tv,crew, $250.00 ,Suzuki Cias,batroun,Event Description,Cameraman,Assistant Needed,no 4G,5:00,2023-08-17 08:30:00,2023-08-17 13:30:00,Sony S150,1.0,Torch,Reporter,No Editor,No story,0,No format,PKG report-Claudie Abi Hanna:,0,0,300.0,0.0
